"","x"
"13020","CN1C(=O)c2cc(NS(=O)(=O)CC(F)(F)F)ccc2OC[C@H]2O[C@@H](CC(=O)Nc3cccc(F)c3)CC[C@@H]21"
"13021","CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
"13022","COc1cccc(NC(=O)Nc2ccc3c(c2)C(=O)N(C)C[C@@H](OC)[C@@H](C)CN(CC2CC2)[C@@H](C)CO3)c1"
"13023","CO[C@H]1CC[C@H]2CCN(C)C(=O)[C@@H](C)[C@@H](OC)CN(C)C(=O)c3cc(C#N)ccc3OC[C@H]1O2"
"13024","COc1ccc(OC(=O)N(C)C[C@@H]2OCc3ccccc3-c3ccccc3C(=O)N([C@@H](C)CO)C[C@@H]2C)cc1"
"13025","COC(=O)C[C@H]1C[C@@H]2c3cc(NS(C)(=O)=O)ccc3O[C@@H]2[C@H](CO)O1"
"13026","CCCC(=O)N1CCC2(CC1)CN[C@H](CO)c1c2c2ccc(OC)cc2n1C"
"13027","CCN(CC)c1ccc(C=NNC(=O)c2ccc(O)cc2)cc1"
"13028","CN(C)CC#Cc1ccc([C@@H]2[C@@H](CO)N3CCCCN(C(=O)Nc4ccccc4F)C[C@@H]23)cc1"
"13029","COCC(=O)N(C[C@H]1N[C@H](CO)[C@H]1c1ccc(C2=CCCCC2)cc1)C(C)C"
"13030","Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1"
"13031","O=C(NCc1ccc(F)cc1)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(C4=CCCCC4)c3=O)[C@@H]1N2"
"13032","COc1cccc(-c2ccc([C@H]3[C@H]4CN(Cc5ccccn5)C[C@@H]3N4)cc2)c1"
"13033","CC(C)c1cn(CC[C@H]2CC[C@@H](NC(=O)C3CC3)[C@@H](CO)O2)nn1"
"13034","CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1"
"13035","OC[C@@H]1[C@H](c2ccc(-c3cccnc3)cc2)[C@@H]2CN(CC3CC3)CCCCN12"
"13036","COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(Cc1ccccn1)CC31CCN(C(=O)c2ccccn2)CC1"
"13037","CCC(=O)N1[C@@H]2c3ccc(-c4ccc(F)cc4)c(=O)n3C[C@@H]2[C@@H](CO)[C@@H]1C(=O)N(C)C"
"13038","CN(C)C(=O)c1cccc(-c2ccc([C@H]3[C@H](CO)N4CCCCN(CC5CCOCC5)C[C@@H]34)cc2)c1"
"13039","CCOC(=O)c1ccc(-n2cccc2/C=C2\NC(=O)NC2=O)cc1"
"13040","O=C1CNC[C@H]2[C@H](c3ccc(C4=CCCC4)cc3)[C@H](CO)N12"
"13041","N#Cc1ccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCN2C(=O)c2ccc4c(c2)OCO4)[C@@H](CO)N3)cc1"
"13042","C[C@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)Cc1cccc(O)c1"
"13043","CN(C)C(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(/C=C/c4ccccc4)c3=O)[C@H]2N1C(=O)c1cccnc1"
"13044","CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)Cc1ccncc1)OCCCC[C@@H](C)O2"
"13045","CCS(=O)(=O)N1CCC2(CC1)CN(C(=O)c1cccc(F)c1)[C@H](CO)c1c2c2ccc(OC)cc2n1C"
"13046","COCCN(C[C@@H]1[C@H](c2ccccc2)[C@@H](CO)N1C(=O)C1CCC1)C(C)=O"
"13047","C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccn3)cc2O[C@@H]1CN(C)C"
"13048","C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)C(=O)Nc1cccc(C(F)(F)F)c1"
"13049","CN1CCCCN2[C@H](CO)[C@H](c3ccc(-c4ccc(F)cc4)cc3)[C@H]2C1"
"13050","O=C(C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)Nc2cc(Cl)cc(Cl)c2)O1)N1CCOCC1"
"13051","COc1ccccc1S(=O)(=O)N[C@H]1CC[C@H](CC(=O)NCc2cccc(F)c2)O[C@H]1CO"
"13052","O=C(CCl)N=c1sccn1Cc1ccccc1Cl"
"13053","Cc1ccccc1-c1ccc2c(c1)O[C@H](CN(C)C(=O)Nc1ccc(F)cc1)[C@H](C)CN([C@H](C)CO)S2(=O)=O"
"13054","COCC(=O)N[C@H]1C=C[C@@H](CC(=O)NCc2ccc(Cl)cc2)O[C@H]1CO"
"13055","CC(=O)c1ccccc1-c1csc2ncnc(Sc3nnnn3C)c12"
"13056","N#C[C@@H]1[C@H](c2ccc(C3=CCCC3)cc2)[C@@H](CO)N1C(=O)c1cccc(F)c1"
"13057","O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccccc2F)O1)NCc1ccc(Cl)c(Cl)c1"
"13058","COc1ccc(CN2CC3(CN(C(C)=O)C3)c3c(n(C)c4cc(OC)ccc34)[C@@H]2CO)cc1"
"13059","CC1(C)c2[nH]c3ccccc3c2C[C@H]2C(=O)N(Cc3cccc(F)c3)C(=O)N21"
"13060","CN(C)C(=O)c1cccc(-c2ccc([C@@H]3[C@H](CO)N4CCCCN(CCC(F)(F)F)C[C@@H]34)cc2)c1"
"13061","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cccc(F)c2)OCc2cn(nn2)CCCC1=O"
"13062","CCCC(=O)N1CC2(CN(C(=O)NC(C)C)C2)c2c([nH]c3cc(OC)ccc23)[C@@H]1CO"
"13063","C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCCO2"
"13064","COc1ccccc1S(=O)(=O)N(C)C[C@H]1OCc2ccccc2-c2c(n(C)c3ccccc23)C(=O)N([C@H](C)CO)C[C@@H]1C"
"13065","C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccnc(N3CCOCC3)c2)OCc2ccccc2-c2ccccc2C1=O"
"13066","Cc1ccc(CN(C)C[C@H]2OCc3cnnn3CCCC(=O)N([C@H](C)CO)C[C@@H]2C)cc1"
"13067","OC(c1ccccc1)(c1ccccc1)C1CCN(C(S)=Nc2ccc(Cl)cc2)CC1"
"13068","CC1(C)c2[nH]c3ccccc3c2C[C@H]2C(=O)N(Cc3ccccc3)C(=O)N21"
"13069","COc1ccccc1C#Cc1ccc2c(c1)[C@@H]1[C@@H](CCN1S(=O)(=O)c1cn(C)cn1)[C@@H](CO)N2"
"13070","CC(C)COC(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N([C@H](C)CO)C[C@H]1C"
"13071","CC(C)[C@H](C)NC(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N([C@@H](C)CO)C[C@@H]1C"
"13072","C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(-c3cccc(C#N)c3)cnc2O[C@H]1CN(C)Cc1cccnc1"
"13073","Cc1ccccc1-c1ccc([C@H]2[C@H]3CN(S(=O)(=O)Cc4ccccc4)CCCCN3[C@H]2CO)cc1"
"13074","CO[C@H]1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OC[C@@H](C)N(Cc2ccccc2)C[C@@H]1C"
"13075","C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(C#CCc3ccccc3)cnc2O[C@@H]1CN(C)Cc1ccc(C(=O)O)cc1"
"13076","COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(O)c3CN1CC2"
"13077","C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Oc2ccc3ccccc3c2)OCc2cnnn2CCCC1=O"
"13078","O=C(Cc1ccccn1)N1CC2(C1)[C@@H](c1ccccc1)[C@@H](CO)N2C(=O)c1cccnc1"
"13079","CN1C(=O)c2cc(NC(=O)Nc3ccccc3)ccc2OC[C@@H]2O[C@@H](CC(=O)O)CC[C@@H]21"
"13080","CN1C(=O)c2cc(NC(=O)Nc3ccccc3)ccc2OC[C@H]2O[C@H](CC(=O)O)CC[C@@H]21"
"13081","CS(=O)(=O)Nc1ccc2c(c1)[C@@H]1C[C@@H](CC(=O)NCc3ccccn3)O[C@@H](CO)[C@@H]1O2"
"13082","C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3cccs3)ccc2O[C@H](C)CCCCO[C@@H]1CN(C)C(=O)CCCN(C)C"
"13083","CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@H](C)N(C(=O)c2cccnc2)C[C@@H]1C"
"13084","COC(=O)c1ccc(COc2ccccc2/C=C/C(=O)c2ccc(OCC(=O)O)cc2)cc1"
"13085","C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O[C@@H]1CN(C)Cc1ccncc1"
"13086","CN1CCN(C(=O)C[C@H]2CC[C@H]3[C@H](COc4ccc(NC(=O)c5cscn5)cc4C(=O)N3C)O2)CC1"
"13087","Fc1cccc(-c2ccc([C@@H]3[C@H]4CNC[C@@H]3N4Cc3ccccn3)cc2)c1"
"13088","N#Cc1cccc(-c2ccc3c(c2)[C@H]2[C@H](CCN2Cc2ccc4c(c2)OCO4)[C@@H](CO)N3)c1"
"13089","C[C@@H](O)C#Cc1ccc([C@H]2[C@H](CO)N3CCCCN(C(=O)c4ccc5c(c4)OCO5)C[C@@H]23)cc1"
"13090","O=C(C1CCCCC1)N1CC2(C1)[C@@H](c1ccccc1)[C@@H](CO)N2C(=O)c1cccnc1"
"13091","CO[C@H]1CC[C@H]2CCN(C)C(=O)[C@@H](C)N(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2"
"13092","CC(C)n1nc(Cc2cccc3ccccc23)c(C#N)c1N"
"13093","COc1cccc(C#Cc2ccc([C@H]3[C@H]4CN(C(=O)Cc5cccnc5)CC(=O)N4[C@H]3CO)cc2)c1"
"13094","C[C@H]1CCCCO[C@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1"
"13095","O=C(C[C@@H]1C=C[C@@H](NC(=O)c2cccnc2)[C@H](CO)O1)NCCN1CCCCC1"
"13096","O=C1CNC[C@@H]2[C@H](c3ccc(Br)cc3)[C@H](CO)N12"
"13097","Cc1nc(N2[C@@H](C#N)[C@@H](c3ccccc3)[C@@H]2CO)sc1C"
"13098","CN1CCN(C(=O)c2cc3c(c(-c4cccc(C5=CCCC5)c4)n2)[C@H](CCO)N([S@@](=O)C(C)(C)C)C3)CC1"
"13099","COc1ccccc1CNC(=O)C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2Cc2cccc(-c3ccncc3)c2)O1"
"13100","N=C(N)N/N=C/c1c(Cl)cccc1Cl"
"13101","NCC1(CC(=O)O)CCCCC1"
"13102","CC(C)NC(=O)N1[C@H](CO)[C@H]2c3ccccc3N(C)C[C@H]21"
"13103","COc1ccccc1CN1C[C@H](C)[C@H](OC)CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@H]1C"
"13104","C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)c2O[C@H]1CN(C)C(=O)NC1CCCCC1"
"13105","CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)c3ccc(F)cc3)cc2OC[C@H](C)N(C(=O)CC2CC2)C[C@H]1C"
"13106","CO[C@@H](CN(C)C(=O)Nc1ccc(Cl)cc1)[C@@H](C)CN(Cc1ccccc1Cl)[C@H](C)CO"
"13107","CC(C)NC(=O)N1CC[C@@H]2[C@H]1c1cc(Br)ccc1N(C)[C@@H]2CO"
"13108","O=C(CCCCCC(=O)N/N=C/c1ccc(S(=O)(=O)O)o1)NO"
"13109","O=C(Nc1ccc2c(c1)[C@H]1C[C@@H](CC(=O)N3CCCCC3)O[C@@H](CO)[C@H]1O2)C1CCOCC1"
"13110","COc1ccc2c3c([nH]c2c1)[C@H](CO)N(CC1CC1)CC31CCN(S(=O)(=O)c2cccc(F)c2)CC1"
"13111","C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)S(=O)(=O)c1ccccc1"
"13112","COc1ccccc1C(=O)N1C[C@@H]2[C@H](c3ccccc31)[C@H](CO)N2C(=O)Nc1ccccc1"
"13113","O=C(C[C@@H]1CC[C@H](NC(=O)Nc2ccc(C(F)(F)F)cc2)[C@H](CO)O1)NCc1cc(F)cc(F)c1"
"13114","COc1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCN2C(=O)c2ccc(F)cc2)[C@@H](CO)N3)c1"
"13115","C[C@H]1CN([C@H](C)CO)C(=O)c2cc(C#CC(C)(C)O)cnc2O[C@@H]1CN(C)Cc1cccc(F)c1"
"13116","O=C1C(Nc2ccccc2)=CC(=O)c2ncccc21"
"13117","C/C=C/c1ccc([C@H]2[C@@H](CO)N3C(=O)CN(Cc4ccc(F)cc4)C[C@@H]23)cc1"
"13118","CO[C@H]1CC[C@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cc(C#N)ccc3OC[C@@H]1O2"
"13119","COC(=O)C[C@@H]1CC[C@H](NS(=O)(=O)c2ccccc2F)[C@@H](CO)O1"
"13120","COc1cccc(-c2cc(=O)c3ccccc3o2)c1N"
"13121","Cc1ccc(S(=O)(=O)N[C@@H]2CC[C@@H](CC(=O)NCCCN(C)C)O[C@@H]2CO)cc1"
"13122","C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(C(=O)Nc3ccccc3N)cc2)Oc2ccc(N(C)C)cc2CC1=O"
"13123","CO[C@H](CN(C)Cc1ccc(-c2ccccn2)cc1)[C@@H](C)CN(C(=O)Nc1ccc(F)cc1)[C@H](C)CO"
"13124","CCNC(=O)C[C@@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2C(=O)C2CCOCC2)O1"
"13125","O=C(Nc1ccc2c(c1)[C@@H]1C[C@H](CC(=O)N3CCCCC3)O[C@@H](CO)[C@@H]1O2)NC1CCCC1"
"13126","C[C@H]1CN([C@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@@H]1CN(C)C"
"13127","N#C[C@@H]1[C@H](c2ccc(C3=CCCCC3)cc2)[C@H](CO)N1C(=O)c1ccccn1"
"13128","COc1ccc(NC(=O)Nc2ccc3c(c2)[C@@H]2C[C@H](CC(=O)NCc4ccccn4)O[C@@H](CO)[C@@H]2O3)cc1"
"13129","C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCCO2"
"13130","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccc(F)cc2)Oc2cc(C3=CCCCC3)ccc2S1(=O)=O"
"13131","COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC"
"13132","O=C(Cc1cccnc1)N1CC(=O)N2[C@H](C1)[C@@H](c1ccc(C3=CCCC3)cc1)[C@@H]2CO"
"13133","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCc2cn(nn2)CCCC1=O"
"13134","O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2Cc2ccc(C(F)(F)F)cc2)O1)NCCc1ccccc1"
"13135","C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C3=CCCCC3)cc2O[C@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2"
"13136","COc1cc(C2=CCN(C(C)=O)CC2)ccc1OC(C)=O"
"13137","O=C(NCc1ccncn1)[C@H]1[C@H](CO)[C@H]2Cn3c(cccc3=O)[C@@H]1N2CC1CC1"
"13138","CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC(C)=O"
"13139","Cc1ccccc1S(=O)(=O)NCC[C@@H]1CC[C@H](NS(=O)(=O)c2ccccc2C)[C@@H](CO)O1"
"13140","CC(C)(C)[S@@](=O)N1Cc2cc(C(=O)NCc3ccc4c(c3)OCO4)nc(-c3cccc(-c4ccccc4)c3)c2[C@H]1CCO"
"13141","COc1ccc2c3c(n(C)c2c1)[C@H](CO)N(C(C)=O)CC31CN(S(=O)(=O)c2ccccc2)C1"
"13142","c1ccc(CNc2ncnc3nc[nH]c23)cc1"
"13143","COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(Cc1ccncc1)CC31CN(C(=O)CN(C)C)C1"
"13144","COCC(=O)Nc1ccc2c(c1)[C@@H]1C[C@@H](CC(=O)N[C@H](C)c3ccccc3)O[C@H](CO)[C@@H]1O2"
"13145","C[C@H]1CN([C@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@H]1CN(C)C(=O)C1CC1"
"13146","N#C[C@@H]1[C@H](c2ccccc2)[C@@H](CO)N1C(=O)CCN1CCCCC1"
"13147","CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO"
"13148","Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C"
"13149","C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2O[C@H]1CN(C)S(=O)(=O)c1ccc(Cl)cc1"
"13150","COc1ccc(CNC(=O)N(C)C[C@H]2OCc3ccccc3-c3ccccc3C(=O)N([C@H](C)CO)C[C@H]2C)cc1"
"13151","Cc1cccc(S(=O)(=O)N(C)C[C@H]2OCc3cnnn3CCCC(=O)N([C@@H](C)CO)C[C@H]2C)c1"
"13152","CN(C)CC(=O)N1[C@H](CO)[C@@H](c2ccccc2)C12CN(Cc1cc(F)ccc1F)C2"
"13153","COc1ccc([C@]2(C#N)CC[C@H](C(=O)O)CC2)cc1OC1CCCC1"
"13154","CCS(=O)(=O)N[C@@H]1CC[C@@H](CC(=O)NCc2ccccn2)O[C@@H]1CO"
"13155","O=C(C[C@H]1C[C@@H]2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3O[C@@H]2[C@@H](CO)O1)NCCN1CCCCC1"
"13156","CN1C(=O)c2cc(NS(=O)(=O)c3cccc(F)c3)ccc2OC[C@@H]2O[C@H](CC(=O)NCCN3CCCCC3)CC[C@H]21"
"13157","CCCNC(=O)N1C[C@H](O)COC[C@H]2O[C@H](CC(=O)O)CC[C@@H]21"
"13158","Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1"
"13159","C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@@]21C"
"13160","CN1c2ccc(Br)cc2[C@@H]2[C@@H](CCN2C(=O)CN2CCOCC2)[C@@H]1CO"
"13161","O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2Cc2ccc3c(c2)OCO3)O1)Nc1ccc(-c2ccccc2)cc1"
"13162","CCCN(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)CCC(F)(F)F)cc2C(=O)N([C@H](C)CO)C[C@@H]1C"
"13163","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc3ccccc3c2)OCc2cnnn2CCCC1=O"
"13164","C[C@H](NC(=O)C[C@H]1C[C@H]2c3cc(NC(=O)C4CCOCC4)ccc3O[C@H]2[C@@H](CO)O1)c1ccccc1"
"13165","N#C[C@@H]1[C@@H](c2ccccc2)[C@@H](CO)N1S(=O)(=O)c1ccc(F)cc1"
"13166","CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)C3CC3)cc2OC[C@@H](C)N(C(=O)c2ccccn2)C[C@H]1C"
"13167","O=C(Nc1ccccc1F)N1CC(=O)N2[C@H](CO)[C@H](c3ccc(-c4cccnc4)cc3)[C@@H]2C1"
"13168","FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1"
"13169","COc1ccc(CN2C[C@H](O)COC[C@H]3O[C@@H](CC(=O)NCCN4CCCC4)CC[C@@H]32)cc1"
"13170","CN1CCCN=C1C=Cc1cccs1"
"13171","Cc1noc(C)c1NC(=O)N(C)C[C@@H]1Oc2ccc(NC(=O)Cc3ccccc3)cc2C(=O)N([C@@H](C)CO)C[C@H]1C"
"13172","CC(C)=CCC/C(C)=C/CC/C(C)=C/CSCC(=O)O"
"13173","O=C(NCCc1ccncc1)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4ccc(F)cc4)c3=O)[C@@H]1N2"
"13174","COc1cccc(S(=O)(=O)Nc2ccc3c(c2)[C@H]2C[C@H](CC(=O)NCCc4ccccc4)O[C@H](CO)[C@H]2O3)c1"
"13175","C[C@H]1CCCCO[C@@H](CN(C)CC2CC2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2O1"
"13176","NCc1cccc(O)c1"
"13177","C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CCCN(C)C)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cccs3)cc2C1=O"
"13178","CCCc1c[nH]c2ccc(CS(=O)(=O)O)cc12"
"13179","O=S(=O)(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1cccc2ccccc12"
"13180","COc1ccc(CNC(=O)N(C)C[C@@H]2OCc3ccccc3-c3c(n(C)c4ccccc34)C(=O)N([C@@H](C)CO)C[C@H]2C)cc1"
"13181","CCCNC(=O)N1CC(=O)N2[C@H](C1)[C@H](c1ccc(C#CCC3CCCC3)cc1)[C@@H]2CO"
"13182","CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4c(c3)OCO4)c(=O)[nH]c12"
"13183","Cn1cnnc1Sc1c([N+](=O)[O-])ncn1C"
"13184","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)Oc2ccc(N(C)C)cc2CC1=O"
"13185","COc1ccccc1-c1nc(-c2ccc(C(=O)O)cc2)no1"
"13186","C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@@H]1CN(C)C(=O)Nc1cc(F)ccc1F"
"13187","C/C=C/c1ccc([C@H]2[C@H](CO)N3CCCCN(S(=O)(=O)c4ccc(OC)cc4)C[C@@H]23)cc1"
"13188","O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2CC2CCCCC2)O1)NCc1ccc(F)cc1"
"13189","COc1ccc(OC(=O)N(C)C[C@@H]2OCc3ccccc3-c3ccccc3C(=O)N([C@H](C)CO)C[C@H]2C)cc1"
"13190","CNCCC=C1c2ccccc2C=Cc2ccccc21"
"13191","COc1ccc(C(=O)Nc2cccc(NC(C)=O)c2)cc1"
"13192","COc1ccc2c(c1)Sc1ccc(Cl)cc1N2"
"13193","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C)OCc2cnnn2CCCC1=O"
"13194","Cc1cccc(-c2ccc3ncnc(NCc4cccnc4)c3c2)c1"
"13195","Cn1cncc1[C@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C"
"13196","O=C(c1ccc(F)cc1)N1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(-c2cccnc2)cc1"
"13197","C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(C3=CCCCC3)cnc2O[C@H]1CN(C)C(=O)Cc1ccncc1"
"13198","C[C@H]1CN([C@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2"
"13199","C/C=C/c1ccc([C@H]2[C@@H](CO)N3C(=O)CN(S(=O)(=O)c4ccccc4)C[C@@H]23)cc1"
"13200","COc1ccccc1NC(=O)N[C@H]1CC[C@@H](CCNS(=O)(=O)c2ccccc2)O[C@@H]1CO"
"13201","CO[C@H](CN(C)Cc1cc(F)ccc1F)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(Cl)cc1"
"13202","Cc1ccc2c(c1)c1nc3ccccc3nc1n2CCN1CCOCC1"
"13203","COc1ccccc1-c1ccc2c(c1)[C@H]1[C@H](CCN1C(=O)C1CCCCC1)[C@@H](CO)N2"
"13204","C[C@H]1CCCCO[C@H](CN(C)CC2CCCCC2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3cccs3)ccc2O1"
"13205","O=C(C[C@@H]1C[C@@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@@H]2[C@@H](CO)O1)NCCN1CCCCC1"
"13206","CC(C)Oc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1"
"13207","CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1"
"13208","CCOC(=O)c1c(NC(=S)NC(=O)c2ccc(OC)c([N+](=O)[O-])c2)sc2c1CCC2"
"13209","O=C(C1CCC1)N1[C@@H](CO)[C@@H](c2ccccc2)C12CN(CCC(F)(F)F)C2"
"13210","COc1ccc2c3c(n(C)c2c1)[C@@H](CO)NCC31CCN(Cc2ccc(-c3ccccn3)cc2)CC1"
"13211","C[C@@H]1CCCCO[C@@H](CN(C)C)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCCCCC(=O)Nc3ccccc3N)ccc2O1"
"13212","CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C"
"13213","COc1ccccc1NC(=O)N[C@H]1CC[C@@H](CCNS(=O)(=O)c2ccccc2)O[C@H]1CO"
"13214","O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2CC2CCOCC2)O1)NCC1CC1"
"13215","Cc1cccc(CN(C)C[C@@H]2OCc3cn(nn3)CCCC(=O)N([C@H](C)CO)C[C@@H]2C)c1"
"13216","CO[C@@H](CN(C)S(=O)(=O)c1ccc(F)cc1)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1cccc(Cl)c1"
"13217","COc1ccccc1NC(=O)N[C@H]1CC[C@H](CCn2cc(C3(O)CCCC3)nn2)O[C@H]1CO"
"13218","COc1ccccc1-c1ccc([C@H]2[C@H](C#N)N(C(=O)CN(C)C)[C@H]2CO)cc1"
"13219","O=C(NC1CCCCC1)N1CC2(C1)[C@H](c1ccccc1)[C@H](CO)N2S(=O)(=O)Cc1ccccc1"
"13220","COCC(=O)N1[C@@H](C#N)[C@@H](c2ccc(C3=CCCCC3)cc2)[C@@H]1CO"
"13221","Cc1cc(C)nc(NC(=S)N2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)c1"
"13222","C/C=C/c1ccc([C@H]2[C@H]3CNC[C@@H]2N3C(=O)Nc2ccccc2Cl)cc1"
"13223","O=C(Cn1sc2ccccc2c1=O)Nc1ccc(Cl)cc1"
"13224","C[C@H](NC(=O)C[C@H]1C[C@H]2c3cc(NC(=O)c4cccnc4)ccc3O[C@H]2[C@@H](CO)O1)c1ccccc1"
